brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,cluster_label,is_outlier
Motorola,W7 Active Edition,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 850 / 1900 / 2100 ,,Yes  384 kbps,Class 12,Class 12,2009  May. Released 2009  September,Discontinued,99 x 49 x 15 mm (3.90 x 1.93 x 0.59 in),105,3.7,Mini-SIM,TFT  256K colors,2.2 inches (~30.9% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),30 MB,,2 MP,VGA,Yes,No,No,2.0| A2DP,No,,FM radio,miniUSB,Accelerometer,Removable Li-Ion 910 mAh battery,Black| Licorice and Alpine White,70.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-w7.jpg,0,False
LG,U8100,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2003  3Q,Discontinued,96 x 50 x 22 mm (3.78 x 1.97 x 0.87 in),120,4.23,Mini-SIM,TFD  64K colors,,176 x 220 pixels| 7 lines,,,,,No,64 MB,,VGA,No,No,No,No,No,No,,No,Yes,,Removable Li-Po 1050 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/lgu8100.gif,0,False
ZTE,Coral200 Sollar,GSM,GSM 900 / 1800 ,,,,No,No,2007  May. Released 2007,Discontinued,106 x 45.6 x 18.1 mm (4.17 x 1.80 x 0.71 in),85,3,Mini-SIM,CSTN  65K colors,,128 x 128 pixels,,,,,No,4 MB,,,,No,No,No,No,No,,No,No,,Removable Li-Ion 690 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/zte-coral200-sollar.jpg,0,False
Samsung,Galaxy Tab E 8.0,CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900 - T377P| T377R,HSDPA 850 / 900 / 1900 / 2100 - T377,LTE band 3(1800)| 7(2600)| 8(900)| 28(700)| 38(2600) - T377,HSPA  LTE Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016  January,Available. Released 2016  January,212.1 x 126.1 x 8.9 mm (8.35 x 4.96 x 0.35 in),360,12.7,Nano-SIM,TFT capacitive touchscreen  16M colors,8.0 inches (~69.4% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 5.1.1 (Lollipop)| upgradable to 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,5 MP| f/2.2| autofocus,2 MP| f/2.2,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,,,microUSB 2.0,Accelerometer,Non-removable Li-Ion 5000 mAh battery,Pearl White| Metallic Black,180.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-e-80.jpg,-1,True
HTC,Desire Eye,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1900 / 2100 - Asia,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - Asia,HSPA 42.2/21.1(AT&T)/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  October,Available. Released 2014  November,151.7 x 73.8 x 8.5 mm (5.97 x 2.91 x 0.33 in),154,5.43,Nano-SIM,Capacitive touchscreen  16M colors,5.2 inches (~66.6% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.3 GHz Krait 400,Qualcomm Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| dual-LED (dual tone) flash| ,13 MP| f/2.2| 22mm| autofocus| dual-LED (dual tone) flash| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2400 mAh battery,Blue| Red| White,380.0,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-eye-ofic1.jpg,40,False
Samsung,Z650i,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,Yes,2006  October,Discontinued,101 x 51 x 15.9 mm (3.98 x 2.01 x 0.63 in),95,3.35,Mini-SIM,TFT  256K colors,2.2 inches (~29.1% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),10 MB,,2 MP,Yes,Yes,No,No,2.0| A2DP,No,,No,Yes,,Removable Li-Ion 900 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/samsung-z650i.gif,0,False
Sony Ericsson,T650,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2007  May,Discontinued,104 x 46 x 12.5 mm (4.09 x 1.81 x 0.49 in),95,3.35,Mini-SIM,TFT  256K colors,1.9 inches (~23.4% screen-to-body ratio),240 x 320 pixels (~211 ppi pixel density),,,,,Memory Stick Micro (M2)  up to  2 GB  256 MB included,16 MB,,3.15 MP| autofocus| LED flash,VGA videocall camera,Yes,No,No,2.0| A2DP,No,,FM radio,2,,Removable Li-Po 930 mAh battery (BST-38),Growing Green| Midnight Blue| Eclipse Black| Precious Gold,120.0,http://cdn2.gsmarena.com/vv/bigpic/sonyericsson-t650.gif,0,False
LG,US760 Genesis,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,No,No,2011  May,Available. Released 2011  June,120 x 62 x 17 mm (4.72 x 2.44 x 0.67 in),170,6,Mini-SIM,TFT capacitive touchscreen  16M colors,3.5 inches (~46.9% screen-to-body ratio),480 x 800 pixels (~267 ppi pixel density),Android 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm QSD8650 Snapdragon S1,Adreno 200,microSD  up to 16 GB (dedicated slot)  8 GB included,430 MB,,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g| DLNA| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,No,microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Black,100.0,http://cdn2.gsmarena.com/vv/bigpic/lg-us760-genesis.jpg,0,False
Intex,Aqua Trend,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE,Yes,Yes,2015  September,Available. Released 2015  September,144.5 x 72.5 x 8.9 mm (5.69 x 2.85 x 0.35 in),158.5,5.61,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,Champagne| silver| gray| black,,http://cdn2.gsmarena.com/vv/bigpic/intel-aqua-trend.jpg,0,False
LG,A130,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,Class 10,2010  August. Released 2010  September,Discontinued,92.5 x 47.5 x 16.9 mm (3.64 x 1.87 x 0.67 in),86,3.03,Mini-SIM,TFT   256K colors,2.0 inches (~28.7% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),5 MB,,VGA,No,Yes,No,No,Yes,No,,FM radio,microUSB,,Removable Li-Ion 900 mAh battery,Silver| Black,,http://cdn2.gsmarena.com/vv/bigpic/lg-a130-ofic.jpg,0,False
Nokia,6020,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 6,2004  4Q,Discontinued,106 x 44 x 20 mm| 73 cc (4.17 x 1.73 x 0.79 in),90,3.17,Mini-SIM,TFT  65K colors,1.5 inches (~15.6% screen-to-body ratio),128 x 128 pixels| 5 lines (~121 ppi pixel density),,,,,No,3.5 MB,,VGA,No,Yes,No,No,No,No,,No,Pop-Port,,Removable Li-Ion 760 mAh battery (BL-5B),Graphite,,http://cdn2.gsmarena.com/vv/bigpic/no6020.gif,0,False
verykool,s4010 Gazelle,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA,Yes,Yes,2015  January,Available. Released 2015  January,127.5 x 64.9 x 11 mm (5.02 x 2.56 x 0.43 in),128,4.52,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.0 inches (~55.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,8 MP| LED flash,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| LE,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 1400 mAh battery,White| Blue| Grey,80.0,http://cdn2.gsmarena.com/vv/bigpic/verykool-s4010.jpg,0,False
Samsung,Galaxy A7 (2016),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 40(2300),HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2015  December,Available. Released 2015  December,151.5 x 74.1 x 7.3 mm (5.96 x 2.92 x 0.29 in),172,6.07,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~74.3% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.1.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Exynos 7580 Octa,Mali-T720MP2,microSD  up to 256 GB (dedicated slot) - single-SIM model,16 GB,3 GB RAM,13 MP| f/1.9| 28mm| OIS| autofocus| LED flash| ,5 MP| f/1.9| 24mm| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.1| A2DP| EDR| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3300 mAh battery,Black| White| Gold| Pink,380.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-2016.jpg,-1,True
Acer,Liquid Zest Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only), HSDPA, LTE,HSPA  LTE,Yes,Yes,2016  April,Available. Released 2016  July,154 x 77 x 10 mm (6.06 x 3.03 x 0.39 in),,,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),16 GB,2 GB RAM,13 MP| phase detection/laser autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 5000 mAh battery,Blue| White,200.0,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-zest-plus-z628.jpg,0,False
Lenovo,Vibe Z3 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,Exp. announcement 2015  Q3,Cancelled,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches,1440 x 2560 pixels (~534 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM,16 MP| OIS| laser autofocus| dual-LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual band| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3400 mAh battery,Black| White| Gold,,http://cdn2.gsmarena.com/vv/bigpic/lenovo.jpg,-1,True
LG,GB106,GSM,GSM 900 / 1800 ,,,,No,No,2009  January. Released 2009  March,Discontinued,102 x 45 x 14.6 mm (4.02 x 1.77 x 0.57 in),70,2.47,Mini-SIM,CSTN  65K colors,1.5 inches (~15.8% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,1 MB,,,,Yes,No,No,No,No,,FM radio; built-in antenna,No,,Removable Li-Ion 950 mAh battery,Black| White,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gb106.jpg,0,False
Nokia,6260 slide,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA 10.2/2 Mbps,Class 10,Class 10,2008  November. Released 2009  April,Discontinued,99.4 x 46.5 x 15.4 mm (3.91 x 1.83 x 0.61 in),114,4.02,Mini-SIM,TFT  16M colors,2.4 inches (~37.1% screen-to-body ratio),320 x 480 pixels (~240 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),200 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash,VGA videocall camera,Yes with stereo speakers,No,Wi-Fi 802.11 b/g,2.1| A2DP,Yes with A-GPS; Nokia Maps,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Ion 950 mAh battery (BL-5F),Black| Beige,150.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-6260-slide.jpg,0,False
HP,iPAQ Glisten,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA 7.2/0.384 Mbps,Class 10,Class 10,2009  November. Released 2009  December,Discontinued,112.8 x 62.8 x 13.4 mm (4.44 x 2.47 x 0.53 in),132,4.66,Mini-SIM,AMOLED resistive touchscreen  256K colors (65K effective colors),2.5 inches (~27.3% screen-to-body ratio),320 x 240 pixels (~160 ppi pixel density),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7200,Adreno 130,microSD  up to 16 GB (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11b/g,2.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,,Removable Li-Po battery,Black,140.0,http://cdn2.gsmarena.com/vv/bigpic/hp-ipaq-glisten.jpg,0,False
Philips,Xenium 9@98,GSM,GSM 900 / 1800 ,,,,,No,2005  1Q,Discontinued,107 x 45 x 19.2 mm| 92 cc (4.21 x 1.77 x 0.76 in),94,3.32,Mini-SIM,CSTN  4096 colors,,101 x 80 pixels| 5 lines,,,,,No,8 MB,,,,No,No,No,No,No,,No,,,Removable Li-Ion 1050 mAh battery,Superior Silver| Power Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-9@98.gif,0,False
Dell,Venue,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Class 12,2010  December. Released 2010  December,Discontinued,121 x 64 x 12.9 mm (4.76 x 2.52 x 0.51 in),164,5.78,Mini-SIM,AMOLED capacitive touchscreen  16M colors,4.1 inches (~61.8% screen-to-body ratio),480 x 800 pixels (~228 ppi pixel density),Android 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,8 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1400 mAh battery,Black,390.0,http://cdn2.gsmarena.com/vv/bigpic/dell-venue-ofic.jpg,0,False
Spice,M-5250 Boss Item,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2012  June,Available. Released 2012  June,114.8 x 47.5 x 14.8 mm (4.52 x 1.87 x 0.58 in),95,3.35,Dual SIM (Mini-SIM),TFT  65K colors,2.2 inches (~26.4% screen-to-body ratio),-,,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,No,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 1500 mAh battery,White,20.0,http://cdn2.gsmarena.com/vv/bigpic/spice-boss-itom.jpg,0,False
Samsung,Z300,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2005  1Q,Discontinued,89 x 47 x 25 mm (3.50 x 1.85 x 0.98 in),115,4.06,Mini-SIM,TFT  256K colors,2.0 inches| 31 x 39 mm (~30.1% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot),50 MB,,1MP| LED flash,VGA videocall camera,No,No,No,1.1,No,,No,Yes,,Removable Li-Ion 950 mAh battery,Dark Black,,http://cdn2.gsmarena.com/vv/bigpic/samsung-z300.gif,0,False
Samsung,S3850 Corby II,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Yes,2011  March,Available. Released 2011  April,109.9 x 60.6 x 11.7 mm (4.33 x 2.39 x 0.46 in),102,3.6,Mini-SIM,TFT capacitive touchscreen  256K colors,3.2 inches (~47.6% screen-to-body ratio),240 x 320 pixels (~125 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),26 MB,,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0| A2DP,No,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer,Removable Li-Ion 1000 mAh battery,Yellow/Black| White| Pink,80.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-corby-ii-ofic.jpg,0,False
HTC,Desire VT,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 1900 / 2100 / TD-SCDMA,,HSPA,Yes,No,2012  June,Available. Released 2012  August,119.5 x 62.2 x 9.6 mm (4.70 x 2.45 x 0.38 in),118,4.16,Mini-SIM,Capacitive touchscreen  16M colors,4.0 inches (~61.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| DLNA,4.0| A2DP| aptX,Yes with A-GPS,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1650 mAh battery,Black| White,200.0,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-vt.jpg,0,False
LG,A395,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 & SIM 3 & SIM 4,,,,Class 12,No,2013,Available. Released 2013,114.4 x 51.6 x 13 mm (4.50 x 2.03 x 0.51 in),97,3.42,Quad SIM (Mini-SIM),TFT  256K colors,2.2 inches (~25.4% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,104 MHz,Mediatek MT6253,,microSD  up to 8 GB (dedicated slot),128 MB,,1.3 MP,No,Yes,Yes,No,2.1| EDR,No,,FM radio,2,,Removable Li-Ion 1500 mAh battery,Black| Silver,90.0,http://cdn2.gsmarena.com/vv/bigpic/lg-a395.jpg,0,False
QMobile,Power3,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2015  June,Available. Released 2015  June,124.5 x 51.5 x 13.5 mm (4.90 x 2.03 x 0.53 in),,,Dual SIM,TFT  65K colors,2.4 inches (~27.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 16 GB,32 MB,32 MB RAM,Yes| LED flash,No,Yes,Yes,No,Yes,No,,FM radio,microUSB 2.0,No,Li-Ion 2500 mAh battery,Black,20.0,http://cdn2.gsmarena.com/vv/bigpic/qmobile-power3.jpg,0,False
Huawei,MediaPad M3 8.4,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 19(800)| 20(800)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  October,215.5 x 124.2 x 7.3 mm (8.48 x 4.89 x 0.29 in),,,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.4 inches (~76.4% screen-to-body ratio),1600 x 2560 pixels (~359 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Hisilicon Kirin 950,Mali-T880 MP4,microSD  up to 256 GB (dedicated slot),32/64 GB,4 GB RAM,8 MP| autofocus,8 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| hotspot,4.1| A2DP| EDR| LE,Yes with A-GPS GLONASS/ BDS (market dependant),,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 5100 mAh battery,Silver| Gold,340.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m3.jpg,-1,True
Celkon,C54,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,-,,,Dual SIM (Mini-SIM),TFT,2.4 inches,240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 1500 mAh battery,Black,30.0,http://cdn2.gsmarena.com/vv/bigpic/celkon-c54.jpg,0,False
Samsung,J800 Luxe,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,Class 10,2008  June. Released 2008  September,Discontinued,99.5 x 47 x 15 mm (3.92 x 1.85 x 0.59 in),,,Mini-SIM,TFT  256K colors,2.2 inches (~32.6% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD (dedicated slot),18 MB,,2 MP,Yes,Yes,No,No,,No,,Stereo FM radio| RDS,2,,Removable Li-Ion battery,Black,120.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-j800.jpg,0,False
Haier,M1100,GSM,GSM 900 / 1800 ,,,,No,No,2005,Discontinued,81.9 x 44.6 x 18.8 mm (3.22 x 1.76 x 0.74 in),81,2.86,Mini-SIM,CSTN  65K colors,1.8 inches (~27.9% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,No,,,,,No,No,No,No,No,,No,No,,Removable Li-Ion 600 mAh battery, Silver,,http://cdn2.gsmarena.com/vv/bigpic/haier-m1100.gif,0,False
LG,KE770 Shine,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 10,2007  February,Discontinued,105 x 46 x 9.9 mm (4.13 x 1.81 x 0.39 in),79,2.79,Mini-SIM,TFT  256K colors,1.77 inches (~20.4% screen-to-body ratio),176 x 220 pixels (~159 ppi pixel density),,,,,microSD (dedicated slot),70 MB,,2 MP| Schneider-Kreuznach optics| autofocus| LED flash,No,No,No,No,1.2| A2DP,No,,No,Yes,,Removable Li-Ion 800 mAh battery,Silver,70.0,http://cdn2.gsmarena.com/vv/bigpic/lg-ke770.gif,0,False
T-Mobile,Arizona,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,HSPA 3.6/0.384 Mbps,Class 12,Class 12,2011  Q4,Available. Released 2011  December,104 x 55 x 12.9 mm (4.09 x 2.17 x 0.51 in),100,3.53,Mini-SIM,TFT touchscreen  256K colors,2.8 inches (~42.4% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android OS,,,,microSD  up to 32 GB (dedicated slot)  2 GB included,100 MB,,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g,2.1| A2DP| EDR,Yes with A-GPS,,,microUSB 2.0,Accelerometer,Removable Li-Ion 1100 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/t-mobile-arizona.jpg,0,False
Micromax,Canvas Unite 4,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  June,Available. Released 2016  June,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.4 GHz,Mediatek MT6735P,,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity,Li-Ion 2500 mAh battery,Champagne| Grey| Silver,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-unite-4.jpg,0,False
HTC,One Remix,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 4(1700/2100)| 13(700),HSPA 14.4/5.76 Mbps  LTE Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  July,Available. Released 2014  July,137.4 x 65 x 10.6 mm (5.41 x 2.56 x 0.42 in),137,4.83,Nano-SIM,Super LCD2 capacitive touchscreen  16M colors,4.5 inches (~62.5% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,13 MP| autofocus| LED flash,5 MP| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| proximity| compass,Non-removable Li-Po 2100 mAh battery,Gunmetal Gray| Glacial Silver,280.0,http://cdn2.gsmarena.com/vv/bigpic/htc-one-remix.jpg,-1,True
