brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
Spice,Mi-505 Stellar Horizon Pro,GSM / HSPA,None,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,None,Available. Released 2013  May,None,186,None,Dual SIM (Mini-SIM),TFT capacitive touchscreen,5.0 inches (~62.3% screen-to-body ratio),None,,,Mediatek MT6577,PowerVR SGX531u,None,,,5 MP| dual-LED flash,1.3 MP,Yes,Yes,Yes,4.0| A2DP,Yes,,FM radio,microUSB,Accelerometer,Li-Ion 2100 mAh battery,White,90.0,http://cdn2.gsmarena.com/vv/bigpic/spice-505.jpg
BLU,Studio G LTE,None,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,LTE band 4(1700/2100)| 7(2600)| 17(700),HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  October,Available. Released 2015  October,143 x 72 x 8.9 mm (5.63 x 2.83 x 0.35 in),None,5.26,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.9% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 5.1 (Lollipop),,Qualcomm MSM8909 Snapdragon 210,Adreno 304,None,8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,,Non-removable Li-Po 2500 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/blu-studio-g-lte.jpg
Oppo,R1 R829T,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, TD-SCDMA,,HSPA,Yes,Yes,2013  December,Available. Released 2013  December,142.7 x 70.4 x 7.1 mm (5.62 x 2.77 x 0.28 in),140,None,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.6% screen-to-body ratio),None,,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,No,16 GB,1 GB RAM,None,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP,Yes with A-GPS,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity,Non-removable Li-Ion 2410 mAh battery,White| Black,300.0,http://cdn2.gsmarena.com/vv/bigpic/Oppo-R1-R829T.jpg
Xiaomi,Mi 1S,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,,Yes,Yes,2012  August,Available. Released 2012  August,125 x 63 x 11.9 mm (4.92 x 2.48 x 0.47 in),149,5.26,Mini-SIM,None,4.0 inches (~56.0% screen-to-body ratio),480 x 854 pixels (~245 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.7 GHz Scorpion,Qualcomm MSM8260 Snapdragon S3,Adreno 220,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| f/2.2| 28mm| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1930 mAh battery,White| green| blue| red| violet| orange| gray,190.0,http://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi1.jpg
Wiko,Pulp Fab,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Up to 107 kbps,Up to 296 kbps,2015  October,Available. Released 2015  October,154.7 x 79.3 x 8.5 mm (6.09 x 3.12 x 0.33 in),170,6,Dual SIM (Micro-SIM| dual stand-by),None,5.5 inches (~68.0% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),,Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592M,Mali-450MP4,microSD  up to 64 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP| LED flash,Yes with stereo speakers,None,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,None,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Li-Po 2820 mAh battery,Black| White| Chocolate| Electric Blue| Flashy Red,,http://cdn2.gsmarena.com/vv/bigpic/wiko-pulp-fab.jpg
Micromax,Q66,None,GSM 900 / 1800 - SIM 1,,,,Class 12,Yes,2010. Released 2010,None,71 x 71 x 18 mm (2.80 x 2.80 x 0.71 in),118,4.16,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~35.4% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,2 MP,No,Yes,No,No,Yes,No,,FM radio,2,,None,None,40.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-Q66.jpg
None,2690,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,2009  November. Released 2010  March,Discontinued,107.5 x 45.5 x 13.8 mm| 58.8 cc (4.23 x 1.79 x 0.54 in),80.7,2.82,Mini-SIM,TFT  256K colors,1.8 inches (~20.8% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,,Yes,Yes,No,2.0| A2DP,No,,Stereo FM radio,microUSB,,Removable Li-Ion 860 mAh battery (BL-4C),Graphite| White silver| Hot pink| Blue,,http://cdn2.gsmarena.com/vv/bigpic/nokia-2690.jpg
Micromax,X1i,GSM,GSM 900 / 1800 ,,,,Class 10,None,2010. Released 2010,Discontinued,106 x 44.5 x 16 mm (4.17 x 1.75 x 0.63 in),82,2.89,Mini-SIM,CSTN  65K colors,1.46 inches (~14.6% screen-to-body ratio),128 x 128 pixels (~124 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,None,,Yes,No,No,No,No,,No,No,,None,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-x1i.jpg
alcatel,OT-888,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 12,Class 12,2011  Q2,Available. Released 2011  Q2,114 x 56.2 x 14.9 mm (4.49 x 2.21 x 0.59 in),146,5.15,None,TFT resistive touchscreen  256K colors,3.2 inches (~45.5% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),50 MB,,2 MP,No,Yes,None,No,2.1| A2DP,No,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Ion 850 mAh battery,Bluish black| Aubergine| Acid green| Orange,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-onetouch888.jpg
LG,None,GSM,GSM 900 / 1800 / 1900 - SIM 1,,,,Class 12,None,2011. Released 2011,Discontinued,109.4 x 56.2 x 12.9 mm (4.31 x 2.21 x 0.51 in),120,4.23,Dual SIM (Mini-SIM| dual stand-by),TFT resistive touchscreen  256K colors,None,None,,,,,None,15 MB,32 MB RAM| 128 MB ROM,2 MP,No,Yes,No,Wi-Fi 802.11 b/g,2.1| A2DP,No,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Po 1500 mAh battery,Black,110.0,http://cdn2.gsmarena.com/vv/bigpic/lg-p525.jpg
Sonim,XP3 Sentinel,GSM,None,,,,Class 10,Class 10,2010  July. Released 2010  July,Discontinued,119 x 56 x 25 mm (4.69 x 2.20 x 0.98 in),170,None,Mini-SIM,TFT  65K colors,,176 x 220 pixels,,264 MHz ARM 9,Philips Nexperia 5210,,None,,,2 MP| LED flash,No,Yes,No,No,2,None,,Stereo FM radio,miniUSB 2.0,Accelerometer,Removable Li-Ion 1850 mAh battery,None,,http://cdn2.gsmarena.com/vv/bigpic/sonim-xp3-sentinel.jpg
Icemobile,None,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,None,2011  February. Released 2011  Q2,Discontinued,111.5 x 56.2 x 13.1 mm (4.39 x 2.21 x 0.52 in),None,None,Dual SIM (Mini-SIM| dual stand-by),TFT touchscreen   65K colors,3.5 inches (~55.6% screen-to-body ratio),240 x 400 pixels (~133 ppi pixel density),,416 MHz,Mediatek MT6516,,microSD  up to 2 GB (dedicated slot),512 MB ,256 MB,1.3 MP| LED flash,,Yes,Yes,Wi-Fi 802.11,Yes,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1050 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/icemobile-crystal.jpg
None,None,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,2005  1Q,None,96 x 47 x 25 mm| 106 cc (3.78 x 1.85 x 0.98 in),127,4.48,Mini-SIM,TFT  16M colors,,240 x 320 pixels,,,,,No,32 MB,,1.3 MP,No,No,No,No,No,No,,No,Yes,,None,Red,,http://cdn2.gsmarena.com/vv/bigpic/pasa6.gif
BLU,Dash L3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D930U,,HSPA 21.1/5.76 Mbps,Yes,Yes,2017  January,Available. Released 2017  January,127.1 x 64.3 x 11.5 mm (5.00 x 2.53 x 0.45 in),135,,Dual SIM (MIni-SIM),TFT capacitive touchscreen  16M colors,4.0 inches (~55.7% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 6.0 (Marshmallow),Dual-core 1.3 GHz,Mediatek MT6572,Mali-400,microSD  up to 64 GB,4 GB,,None,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,None,Yes with A-GPS,,None,microUSB 2.0,Accelerometer,Removable Li-Po 1400 mAh battery,Gold| Rose Gold| Grey| Black,,http://cdn2.gsmarena.com/vv/bigpic/blu-dl3.jpg
Allview,None,GSM / HSPA,None,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,None,2013  February,Available. Released 2013  February,136.5 x 67 x 9.8 mm (5.37 x 2.64 x 0.39 in),140.7,4.94,Dual SIM (dual stand-by),IPS LCD capacitive touchscreen,4.5 inches (~61.0% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,1 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| Wi-Fi Direct,4.0| A2DP| EDR,Yes with A-GPS,,FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2100 mAh battery,Black| White,170.0,http://cdn2.gsmarena.com/vv/bigpic/allview-p5-quad.jpg
Ericsson,GH 688,GSM,GSM 900 ,,,,None,None,1996,Discontinued,130 x 49 x 23 mm (5.12 x 1.93 x 0.91 in),160,5.64,None,Alphanumeric,,3 x 12 chars,,,,,No,,,,,No,No,No,No,No,,No,None,,Removable NiMH 1200 mAh battery,None,,http://cdn2.gsmarena.com/vv/bigpic/ergh688b.gif
Kyocera,E4600,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,2008  August. Released 2008  August,Discontinued,None,85,3,Mini-SIM,None,2.2 inches (~29.0% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,2 MP| LED flash,No,None,None,No,2.0| A2DP,Yes,,No,miniUSB 2.0,,Removable Li-Ion 780 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/kyocera-e4600.jpg
LG,A230,GSM,GSM 850 / 900 / 1800 / 1900 - SIM1,,,,Class 12,Class 12,2011  July,Available. Released 2011  October,108.8 x 46.6 x 13.9 mm (4.28 x 1.83 x 0.55 in),80,2.82,Dual SIM (Mini-SIM),TFT  65K colors,1.77 inches (~19.4% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,miniSD  up to 8 GB,25 MB,,1.3 MP,,Yes,No,No,2.1| A2DP,No,,FM radio| recording,2,,Removable Li-Ion 950 mAh battery,Black,40.0,http://cdn2.gsmarena.com/vv/bigpic/lg-a230.jpg
XOLO,Play Tab 7.0,No cellular connectivity, N/A,,,,No,No,2013  October,Available. Released 2013  October,194.6 x 122.6 x 10.6 mm (7.66 x 4.83 x 0.42 in),338,11.92,No,IPS LCD capacitive touchscreen  16M colors,,1280 x 800 pixels (~216 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,,No,None,Yes,Wi-Fi 802.11 a/b/g/n| dual band,None,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| compass,Non-removable Li-Ion 4000 mAh battery,Black,110.0,http://cdn2.gsmarena.com/vv/bigpic/xolo-play-tab.jpg
Sewon,SGD-1030,GSM,GSM 900 / 1800 ,,,,No,No,2004  2Q,Discontinued,82 x 44 x 22 mm (3.23 x 1.73 x 0.87 in),90,3.17,Mini-SIM,STN  65K colors,,128 x 128 pixels,,,,,No,,,VGA,No,No,No,No,No,None,,No,None,,Removable Li-Ion 900 mAh battery,None,,http://cdn2.gsmarena.com/vv/bigpic/swsgd1030.gif
Oppo,Find 7a,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,HSDPA 850 / 900 / 1900 / 2100  - international model,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800) - International model,HSPA  LTE,Yes,Yes,2014  March,None,152.6 x 75 x 9.2 mm (6.01 x 2.95 x 0.36 in),170,6,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.9% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AB Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,,5 MP| f/2.0,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.0| A2DP,None,Yes,No,None,Accelerometer| gyro| proximity| compass,Removable Li-Po 2800 mAh battery,White| Black,370.0,None
Allview,L4 Class,None,GSM 900 / 1800 ,,,,Yes,None,2012  November,Available. Released 2012  November,None,84.6,2.96,None,TFT  256K colors,,None,,0,,,None,,,,No,None,None,No,2.1,No,,FM radio,miniUSB,,Removable Li-Ion 800 mAh battery,,20.0,http://cdn2.gsmarena.com/vv/bigpic/allview-l4-class.jpg
Acer,Liquid Gallant E350,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,None,Yes,2012  August,Available. Released 2012  September,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145,5.11,Mini-SIM,TFT capacitive touchscreen  16M colors,4.3 inches (~60.0% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,3.0| A2DP| EDR,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Gentle Black| Ceramic White,160.0,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg
Asus,Memo Pad 10 ME103K,No cellular connectivity, N/A,,,,No,None,2014  October,Available. Released 2014  November,256 x 174 x 9.9 mm (10.08 x 6.85 x 0.39 in),525,1.16,No,IPS LCD capacitive touchscreen  16M colors,10.1 inches (~66.4% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.4 GHz Krait,Qualcomm Snapdragon S4 Pro,Adreno 320,microSD  up to 64 GB (dedicated slot),8/16/32 GB,1 GB RAM,5 MP or 2 MP,VGA,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n,4.0| A2DP,Yes with A-GPS GLONASS,,No,microUSB 2.0,Accelerometer| compass,Non-removable Li-Po battery (19 Wh),White| Black,,http://cdn2.gsmarena.com/vv/bigpic/asus-memo-pad-10-me103k.jpg
LG,None,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2012  February,Available. Released 2012  May,125.5 x 67 x 8.7 mm (4.94 x 2.64 x 0.34 in),122,4.3,None,IPS LCD  capacitive touchscreen  16M colors,4.3 inches (~62.6% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB (2.4 GB user available),512 MB RAM,,Yes,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot| DLNA,3.0| A2DP,Yes with A-GPS,Yes,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1700 mAh battery,Black| White,120.0,http://cdn2.gsmarena.com/vv/bigpic/lg-optimus-l7-p700-new.jpg
,A116 Canvas HD,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/11.5 Mbps,Yes,Yes,2013  January,Available. Released 2013  February,144 x 74 x 10.7 mm (5.67 x 2.91 x 0.42 in),None,5.5,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~64.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.1.2 (Jelly Bean)| planned upgrade to 4.2|1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB (1.77 GB user available),1 GB RAM,8 MP| autofocus| LED flash,2 MP| 320p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| gyro| proximity,Removable Li-Ion 2000 mAh battery,,230.0,http://cdn2.gsmarena.com/vv/bigpic/micromax-a116-canvas-hd.jpg
Lava,X28,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,LTE band 3(1800)| 5(850)| 40(2300),HSPA  LTE,Yes,Yes,2016  September,Available. Released 2016  September,155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in),None,,Dual SIM,None,5.5 inches (~69.0% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz,,,None,8 GB,1 GB RAM,8 MP| LED flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Po 2600 mAh battery,Black/Gold,,http://cdn2.gsmarena.com/vv/bigpic/lava-x28.jpg
,Galaxy Note I717,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps  LTE,Yes,,2012  January,Available. Released 2012  January,146.8 x 83 x 9.7 mm (5.78 x 3.27 x 0.38 in),178,6.28,None,Super AMOLED capacitive touchscreen  16M colors,5.3 inches (~66.8% screen-to-body ratio),800 x 1280 pixels (~285 ppi pixel density),Android 2.3 (Gingerbread)| upgradable to 4.0 (Ice Cream Sandwich),Dual-core 1.5 GHz Scorpion,Qualcomm MSM8660 Snapdragon S3,Adreno 220,None,16 GB,1 GB RAM,8 MP| autofocus| LED flash,,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,3.0| A2DP| EDR,Yes with A-GPS GLONASS,Yes,,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 2500 mAh battery,Carbon Blue| Ceramic White,350.0,None
Nokia,6290,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 2100 ,,,Class 32,Class 32,2006  November,Discontinued,94 x 50 x 20.8 mm| 88 cc (3.70 x 1.97 x 0.82 in),115,4.06,Mini-SIM,TFT  16M colors,,240 x 320 pixels (~182 ppi pixel density),Symbian OS 9.2| S60 rel. 3.1,369 MHz ARM 11,,,microSD  up to 4 GB (dedicated slot),,64 MB RAM,2 MP| LED flash,CIF videocall camera,Yes with stereo speakers,No,No,2,No,,Stereo FM radio,miniUSB 2.0,,Removable Li-Ion 950 mAh battery (BL-5F),Black| Light Blue,190.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-6290.gif
Motorola,Moto Z2 Play,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 20(800)| 25(1900)| 26(850)| 28(700)| 29(700)| 30(2300)| 38(2600)| 41(2500)| 66(1700/2100),HSPA  LTE,None,Yes,2017  June,Available. Released 2017  June,156.2 x 76.2 x 6 mm (6.15 x 3.00 x 0.24 in),145,,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~70.1% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 7.1.1 (Nougat),Octa-core 2.2 GHz Cortex-A53,Qualcomm MSM8953-Pro Snapdragon 626,Adreno 506,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM or 64 GB| 4 GB RAM,12 MP| f/1.7| phase detection and laser autofocus| dual-LED (dual tone) flash,5 MP| f/2.0| 1.4 µm pixel size| dual-LED (dual tone) flash| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,3.1| Type-C 1.0 reversible connector| magnetic connector| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Lunar Gray| Fine Gold| Nimbus Blue,400.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-play.jpg
Philips,T3566,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,,Class 12,Yes,2013  October,Available. Released 2013  October,126.8 x 68 x 12 mm (4.99 x 2.68 x 0.47 in),None,4.83,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.0 inches (~52.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),,256 MB RAM,2 MP,No,Yes,Yes,Yes| hotspot,2.1| A2DP| EDR,No,,No,2,Accelerometer,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-t3566.jpg
LG,GM210,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,None,Discontinued,104 x 48 x 15.8 mm (4.09 x 1.89 x 0.62 in),100,3.53,Mini-SIM,TFT  256K colors,2.0 inches (~24.8% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot)  2 GB included,50 MB,,2 MP,No,Yes,Yes,No,2.0| A2DP,No,,Stereo FM radio| RDS| recording,2,,Removable Li-Po 800 mAh battery,,50.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gm210.jpg
Motorola,,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,2010  September. Released 2010  October,Discontinued,109 x 61 x 12.4 mm (4.29 x 2.40 x 0.49 in),,,Mini-SIM,TFT   256K colors,2.3 inches (~24.6% screen-to-body ratio),320 x 240 pixels (~174 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),50 MB,,3.15 MP,No,Yes,Yes,No,2.1| A2DP,,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Ion 930 mAh battery,Smoke Gray| Ultra White,70.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-ex112.jpg
WND,Wind DUO 2200,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,No,None,Discontinued,None,,3.35,None,,1.8 inches (~21.6% screen-to-body ratio),240 x 320 pixels (~222 ppi pixel density),,,,,,,,2 MP (on each side),No,Yes,No,No,1.2| A2DP,No,,No,1.1,,Removable Li-Ion 930 mAh battery,Black-silver| Gold-silver| Fuschia-silver,,http://cdn2.gsmarena.com/vv/bigpic/wind-duo-2200.gif
Nokia,Lumia 928,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 4(1700/2100)| 13(700) - Verizon,HSPA 42.2/5.76 Mbps  LTE Cat3 100/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Up to 236.8 kbps,2013  April,Available. Released 2013  May,133 x 68.9 x 10.1 mm| 92.8 cc (5.24 x 2.71 x 0.40 in),162,5.71,None,AMOLED capacitive touchscreen  16M colors,4.5 inches (~62.9% screen-to-body ratio),768 x 1280 pixels (~332 ppi pixel density),Microsoft Windows Phone 8| upgradeable to 8.1,Dual-core 1.5 GHz Krait,Qualcomm MSM8960 Snapdragon S4 Plus,Adreno 225,No,32 GB,1 GB RAM,8 MP| Carl Zeiss optics| OIS| autofocus| xenon flash,1.3 MP| 720p@30fps,Yes,Yes,None,4.0| A2DP| EDR| LE/ aptX after WP8 Denim update,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2000 mAh battery (BV 4-NW),,380.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-lumia-928-black.jpg
alcatel,OT-203,GSM,GSM 900 / 1800 ,,,,No,No,2009  June. Released 2009,None,106 x 46 x 14.5 mm (4.17 x 1.81 x 0.57 in),,2.22,None,CSTN  65K colors,1.5 inches (~14.9% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,,,,,Yes,No,No,No,No,,FM radio| RDS,microUSB (charging only),,Removable Li-Ion 650 mAh battery,Grey| Orange| Red| Green,20.0,http://cdn2.gsmarena.com/vv/bigpic/alcatel-203.jpg
Samsung,W850,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Class 12,2009  June. Released 2009  June,Discontinued,115.2 x 58.3 x 13.1 mm (4.54 x 2.30 x 0.52 in),,,Mini-SIM,AMOLED resistive touchscreen  16M colors,3.5 inches (~51.9% screen-to-body ratio),480 x 800 pixels (~267 ppi pixel density),,800 Mhz ARM 11,Qualcomm MSM6246,,microSD  up to 16 GB (dedicated slot),440 MB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,No,None,,,,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1200 mAh battery,Rose Black| Snow White| Valentine Pink,150.0,None
