restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address
Mexican Fiesta,American,Indiranagar,3.9,2000,No,No,4307,9704264109,34 Koramangala Bangalore
Burger Palace,Chinese,Whitefield,3.2,1500,No,No,4458,571731373,75 Whitefield Bangalore
Sushi House,Indian,Koramangala,3.2,2000,Yes,Yes,647,3092490607,59 MG Road Bangalore
Steak House,Fast Food,Whitefield,3.1,300,No,Yes,3788,950694750,44 Koramangala Bangalore
Curry House,Korean,BTM Layout,4.8,1500,No,Yes,2120,2036835167,57 Koramangala Bangalore
Seafood Shack,Korean,Whitefield,3.4,700,No,Yes,2873,1681300203,56 HSR Layout Bangalore
Seafood Shack,Chinese,Indiranagar,3.5,300,No,Yes,3525,3067808662,83 JP Nagar Bangalore
Ice Cream Parlor,Mexican,Marathahalli,5.0,2000,No,No,1596,2377532791,79 Marathahalli Bangalore
Curry House,Japanese,BTM Layout,3.1,500,No,No,353,9734883512,23 Electronic City Bangalore
Bakery Sweet,Mediterranean,Marathahalli,4.8,500,No,Yes,4258,5461982076,4 Indiranagar Bangalore
Taco Bell,Mexican,JP Nagar,4.6,300,Yes,Yes,2797,8165725199,21 Koramangala Bangalore
Thai Paradise,Indian,Electronic City,3.2,1000,No,Yes,2817,6788005080,86 Indiranagar Bangalore
Italian Bistro,Mediterranean,Indiranagar,3.1,1500,Yes,No,4361,4917205765,76 Electronic City Bangalore
BBQ Junction,French,BTM Layout,4.2,2000,Yes,No,3770,9984101107,80 HSR Layout Bangalore
Noodle Bar,French,BTM Layout,4.8,300,No,Yes,2093,4325615297,89 Indiranagar Bangalore
Seafood Shack,Japanese,Brigade Road,4.9,1000,No,Yes,4873,9496671415,51 Whitefield Bangalore
Ice Cream Parlor,French,HSR Layout,4.6,300,Yes,Yes,2455,7614587609,62 Koramangala Bangalore
Steak House,Thai,JP Nagar,4.7,1000,Yes,Yes,2076,6642237765,19 JP Nagar Bangalore
Steak House,French,JP Nagar,3.6,700,Yes,Yes,3415,4008811846,50 JP Nagar Bangalore
Pizza Express,American,MG Road,3.9,1000,Yes,Yes,3199,6028412520,39 MG Road Bangalore
Vegan Heaven,American,HSR Layout,3.8,300,Yes,Yes,1921,544198426,99 Indiranagar Bangalore
Seafood Shack,American,BTM Layout,3.6,2000,Yes,Yes,3371,4934806802,40 Brigade Road Bangalore
Noodle Bar,Mediterranean,Brigade Road,3.1,300,Yes,Yes,193,3921338955,5 Koramangala Bangalore
Spice Garden,Mexican,MG Road,4.7,1500,No,Yes,1487,7492822205,41 Marathahalli Bangalore
Italian Bistro,Korean,MG Road,3.6,2000,Yes,Yes,2969,906532442,12 Brigade Road Bangalore
Spice Garden,Mediterranean,JP Nagar,4.5,1000,No,No,1408,5841373737,55 Brigade Road Bangalore
Noodle Bar,Indian,MG Road,3.5,700,No,Yes,2946,5841588902,8 Koramangala Bangalore
Mexican Fiesta,Mexican,Whitefield,4.8,500,Yes,No,1129,9065675118,66 Indiranagar Bangalore
Steak House,Indian,Koramangala,4.3,1500,Yes,Yes,1576,3949404677,9 Marathahalli Bangalore
Golden Dragon,Thai,Indiranagar,3.1,300,No,Yes,767,2645382413,13 MG Road Bangalore
Bakery Sweet,Thai,MG Road,4.5,2000,No,Yes,4130,463933410,41 HSR Layout Bangalore
Mexican Fiesta,Mexican,HSR Layout,3.3,300,Yes,Yes,4015,8804069761,50 Electronic City Bangalore
Burger Palace,Mediterranean,MG Road,3.9,300,Yes,Yes,3030,7374971765,77 BTM Layout Bangalore
Italian Bistro,Fast Food,Brigade Road,3.6,1500,No,No,2941,8239911256,48 Electronic City Bangalore
Spice Garden,Mexican,Electronic City,4.3,1000,Yes,No,95,8680355000,47 BTM Layout Bangalore
Mexican Fiesta,Indian,Indiranagar,3.8,2000,No,No,1097,5011595505,96 Whitefield Bangalore
Pizza Express,Korean,Whitefield,4.5,2000,No,Yes,1822,5209472542,29 BTM Layout Bangalore
Bakery Sweet,Italian,MG Road,3.2,1500,Yes,No,3284,8662686169,40 MG Road Bangalore
Spice Garden,Continental,BTM Layout,5.0,2000,No,Yes,3671,8816344850,31 BTM Layout Bangalore
Seafood Shack,Mediterranean,JP Nagar,3.3,300,No,No,3322,2586611628,75 Whitefield Bangalore
Bakery Sweet,Italian,Brigade Road,4.8,700,No,No,3673,7199426170,88 HSR Layout Bangalore
Pizza Express,American,Indiranagar,3.6,500,No,Yes,4288,7711835607,15 Marathahalli Bangalore
Burger Palace,French,Marathahalli,4.2,1500,No,Yes,1548,4550487802,1 HSR Layout Bangalore
Burger Palace,Italian,Koramangala,4.3,1500,Yes,No,1504,8544456813,18 Koramangala Bangalore
Fried Chicken Co,Indian,Indiranagar,4.8,300,Yes,No,4216,5632710622,2 Marathahalli Bangalore
Spice Garden,Japanese,HSR Layout,3.5,300,Yes,Yes,1864,5531770130,80 MG Road Bangalore
Fried Chicken Co,Indian,Marathahalli,4.6,1000,No,No,3685,1399496615,48 HSR Layout Bangalore
Fried Chicken Co,Thai,JP Nagar,3.0,2000,No,Yes,937,5255217680,61 Marathahalli Bangalore
Pizza Express,Japanese,Brigade Road,4.5,500,No,No,2975,22475760,53 Brigade Road Bangalore
Mediterranean Delight,American,MG Road,3.8,1000,Yes,Yes,3702,6617554798,60 Electronic City Bangalore
Bakery Sweet,Mexican,Indiranagar,4.7,500,No,Yes,874,3068499545,8 Marathahalli Bangalore
Spice Garden,Japanese,Indiranagar,4.4,300,No,No,916,5873520875,46 Marathahalli Bangalore
Taco Bell,Italian,JP Nagar,4.2,500,Yes,Yes,2924,5793031372,68 Koramangala Bangalore
Ice Cream Parlor,French,JP Nagar,4.3,300,Yes,No,2210,7851012046,70 Marathahalli Bangalore
Ice Cream Parlor,Indian,BTM Layout,3.3,700,No,No,2113,5578144978,78 Whitefield Bangalore
Spice Garden,Korean,BTM Layout,4.6,300,No,No,2471,4740018027,32 JP Nagar Bangalore
Seafood Shack,Korean,JP Nagar,4.2,1500,No,Yes,4796,236137452,55 BTM Layout Bangalore
Fried Chicken Co,Mediterranean,Marathahalli,4.8,500,No,Yes,1711,8864792572,8 BTM Layout Bangalore
Curry House,Indian,Electronic City,4.6,700,Yes,No,3566,3675053222,25 BTM Layout Bangalore
Thai Paradise,Thai,HSR Layout,4.9,700,Yes,No,4489,7388003698,59 BTM Layout Bangalore
Fried Chicken Co,Japanese,Marathahalli,3.9,300,Yes,No,4101,8222713702,5 BTM Layout Bangalore
Thai Paradise,Indian,Koramangala,3.5,2000,Yes,Yes,1193,8167047910,34 Koramangala Bangalore
Coffee Corner,Mediterranean,HSR Layout,4.8,1000,Yes,No,1828,3531873552,25 Koramangala Bangalore
Curry House,Chinese,MG Road,3.0,500,No,No,255,6223901253,46 HSR Layout Bangalore
Spice Garden,Fast Food,Whitefield,3.2,500,Yes,No,1543,7556291316,6 MG Road Bangalore
Seafood Shack,Korean,MG Road,4.8,500,Yes,Yes,4022,9521995543,46 BTM Layout Bangalore
Mexican Fiesta,Italian,BTM Layout,4.4,1500,No,Yes,4935,5008465305,49 MG Road Bangalore
Spice Garden,Chinese,Brigade Road,3.4,1000,Yes,Yes,3569,6253947194,99 Indiranagar Bangalore
Taco Bell,French,Indiranagar,3.7,700,No,No,4328,3390468358,40 MG Road Bangalore
Ice Cream Parlor,French,Marathahalli,3.2,2000,Yes,No,3092,5099847990,70 MG Road Bangalore
Golden Dragon,Chinese,Marathahalli,4.8,1500,Yes,No,312,9210312959,18 JP Nagar Bangalore
BBQ Junction,Japanese,Brigade Road,3.4,300,Yes,Yes,3998,9616651750,21 Brigade Road Bangalore
Vegan Heaven,Mediterranean,Electronic City,3.6,1500,No,No,827,3126676217,98 Brigade Road Bangalore
Steak House,Italian,Koramangala,4.3,700,No,No,3886,4553968179,10 Marathahalli Bangalore
Sushi House,Mediterranean,Marathahalli,4.8,1000,No,Yes,3885,3599576465,41 HSR Layout Bangalore
Seafood Shack,Fast Food,BTM Layout,4.8,1500,Yes,Yes,4759,9442329986,57 HSR Layout Bangalore
Ice Cream Parlor,Thai,Whitefield,4.4,1500,Yes,No,429,1857375558,3 Koramangala Bangalore
Pizza Express,Korean,JP Nagar,4.3,1000,Yes,No,4868,3259006697,94 Brigade Road Bangalore
Thai Paradise,Italian,JP Nagar,4.6,700,No,No,2142,4303131332,41 Brigade Road Bangalore
Noodle Bar,Mediterranean,Electronic City,3.2,500,Yes,No,105,4615289934,87 BTM Layout Bangalore
Fried Chicken Co,Italian,Marathahalli,3.9,300,No,Yes,4466,2666378067,82 Indiranagar Bangalore
Sushi House,American,HSR Layout,4.4,700,No,Yes,4801,3764359741,49 Indiranagar Bangalore
BBQ Junction,Indian,Electronic City,4.9,1000,No,No,4389,8740138340,62 Whitefield Bangalore
Sushi House,Korean,Marathahalli,3.1,700,No,No,1398,9423229895,84 Brigade Road Bangalore
Spice Garden,French,Whitefield,4.6,500,No,No,2132,6249744581,56 BTM Layout Bangalore
Spice Garden,American,MG Road,4.6,500,No,Yes,1468,7656844966,27 Brigade Road Bangalore
Thai Paradise,Continental,HSR Layout,4.3,1000,No,Yes,1225,4396674303,13 JP Nagar Bangalore
Mediterranean Delight,American,Electronic City,4.3,300,No,No,3595,7853328957,3 Electronic City Bangalore
Golden Dragon,French,Electronic City,4.2,500,No,No,2840,7074800054,67 Electronic City Bangalore
Mediterranean Delight,Mexican,HSR Layout,3.7,500,Yes,Yes,910,9931545313,46 MG Road Bangalore
Pizza Express,Mediterranean,JP Nagar,4.6,700,No,No,806,1510911452,75 MG Road Bangalore
Sushi House,Mexican,MG Road,3.7,500,No,No,4233,7193649123,58 MG Road Bangalore
Pizza Express,Thai,Electronic City,3.9,500,No,No,4733,9973554385,19 Brigade Road Bangalore
Ice Cream Parlor,Fast Food,Koramangala,3.9,2000,No,No,66,2273298999,74 Marathahalli Bangalore
Steak House,French,Brigade Road,4.0,1000,Yes,No,1446,5077886653,41 Electronic City Bangalore
Fried Chicken Co,Mexican,BTM Layout,4.1,700,Yes,Yes,3675,9689905924,47 Whitefield Bangalore
Bakery Sweet,Japanese,BTM Layout,3.3,300,Yes,No,3453,1382539791,40 JP Nagar Bangalore
Fried Chicken Co,Mexican,Brigade Road,3.9,300,Yes,Yes,3488,3358000337,69 BTM Layout Bangalore
Steak House,Mexican,HSR Layout,5.0,500,No,No,3599,5954847552,84 Brigade Road Bangalore
Fried Chicken Co,Mediterranean,Brigade Road,3.8,700,No,No,2653,4562288133,34 Electronic City Bangalore
Pizza Express,Mediterranean,MG Road,3.4,500,No,No,4584,3820475390,81 HSR Layout Bangalore
Thai Paradise,Italian,Indiranagar,3.6,1000,No,Yes,4573,9465501637,71 Whitefield Bangalore
Seafood Shack,Italian,MG Road,4.1,700,Yes,Yes,3435,5481123858,75 Indiranagar Bangalore
Taco Bell,American,HSR Layout,3.8,1500,No,Yes,435,7527185030,57 Whitefield Bangalore
Curry House,American,MG Road,4.6,1500,Yes,No,651,75047097,95 Whitefield Bangalore
Mexican Fiesta,Thai,HSR Layout,4.6,300,No,No,3871,8465037644,6 MG Road Bangalore
Pizza Express,French,Indiranagar,4.4,700,No,No,4667,321146607,77 Marathahalli Bangalore
Curry House,Korean,HSR Layout,4.4,700,No,No,510,1338908709,30 BTM Layout Bangalore
Taco Bell,Japanese,Koramangala,3.5,500,Yes,No,1115,5725280678,2 HSR Layout Bangalore
Seafood Shack,Indian,JP Nagar,4.1,700,No,Yes,2014,4648042950,70 Electronic City Bangalore
Sushi House,Italian,Koramangala,3.9,1500,No,Yes,647,7186782570,7 Koramangala Bangalore
Bakery Sweet,Italian,BTM Layout,3.6,1000,Yes,Yes,655,6624001164,38 Koramangala Bangalore
Sushi House,Italian,Marathahalli,4.6,500,Yes,No,2812,5249879139,21 Electronic City Bangalore
Burger Palace,Japanese,Brigade Road,5.0,2000,No,No,4110,9681529934,57 Marathahalli Bangalore
Fried Chicken Co,Japanese,Indiranagar,4.9,1000,Yes,Yes,2454,8521743493,61 Whitefield Bangalore
Seafood Shack,Indian,Whitefield,4.0,500,No,Yes,3985,6066156977,50 BTM Layout Bangalore
Curry House,French,MG Road,4.6,500,No,Yes,2776,1483472502,95 Koramangala Bangalore
Spice Garden,Continental,Koramangala,3.0,2000,No,No,1789,277103146,78 HSR Layout Bangalore
Fried Chicken Co,Indian,BTM Layout,4.9,1000,No,No,3553,8233023327,57 BTM Layout Bangalore
Sushi House,Italian,Indiranagar,4.6,2000,Yes,Yes,3074,1639339231,17 Koramangala Bangalore
Spice Garden,Japanese,HSR Layout,4.9,1500,No,No,2674,5371120887,17 BTM Layout Bangalore
Fried Chicken Co,Mexican,BTM Layout,3.2,1500,No,Yes,3710,2603613862,88 MG Road Bangalore
Taco Bell,Continental,Marathahalli,4.0,300,No,No,1699,3708534674,31 BTM Layout Bangalore
Sushi House,French,Brigade Road,4.4,2000,Yes,Yes,2047,3689087254,37 Electronic City Bangalore
Vegan Heaven,Indian,BTM Layout,3.1,700,No,Yes,4303,2459644504,76 HSR Layout Bangalore
Mediterranean Delight,Mediterranean,Brigade Road,3.5,700,Yes,No,3426,3246208553,87 Koramangala Bangalore
Mediterranean Delight,Fast Food,Brigade Road,4.2,300,Yes,Yes,2974,2186877464,11 MG Road Bangalore
Pizza Express,Korean,MG Road,3.1,2000,Yes,Yes,4166,9817383158,38 Marathahalli Bangalore
Golden Dragon,Continental,Marathahalli,4.3,1000,Yes,No,1835,2146009747,82 Koramangala Bangalore
Fried Chicken Co,Mexican,Brigade Road,3.6,300,Yes,Yes,2585,7818727498,64 Brigade Road Bangalore
Italian Bistro,Japanese,Electronic City,3.9,700,Yes,No,690,3905357880,23 HSR Layout Bangalore
Seafood Shack,Chinese,BTM Layout,3.5,1000,No,Yes,294,1935816191,54 BTM Layout Bangalore
Taco Bell,Chinese,Electronic City,3.3,500,No,No,1651,5529023062,19 Brigade Road Bangalore
Spice Garden,Italian,Indiranagar,3.2,2000,No,No,4759,8390738888,10 Whitefield Bangalore
Golden Dragon,Korean,MG Road,4.6,300,Yes,Yes,1501,6073798622,66 Whitefield Bangalore
Vegan Heaven,Indian,JP Nagar,3.8,500,Yes,Yes,4364,2512779257,13 Electronic City Bangalore
Bakery Sweet,Mediterranean,JP Nagar,3.4,2000,Yes,Yes,850,9546327018,63 Whitefield Bangalore
Steak House,Continental,Brigade Road,4.9,1500,Yes,Yes,4716,6917050717,76 BTM Layout Bangalore
Coffee Corner,Korean,HSR Layout,3.9,1500,Yes,Yes,3301,4753909112,62 Whitefield Bangalore
BBQ Junction,Thai,Marathahalli,3.1,1500,No,No,3540,4048804809,84 JP Nagar Bangalore
BBQ Junction,Thai,Whitefield,4.7,300,No,Yes,1331,8538208324,80 Koramangala Bangalore
Steak House,Mediterranean,Marathahalli,3.6,500,No,Yes,1309,5685000945,91 Indiranagar Bangalore
Ice Cream Parlor,Continental,BTM Layout,3.4,1000,Yes,Yes,1183,5384682034,12 Marathahalli Bangalore
Pizza Express,Mexican,BTM Layout,3.1,500,No,Yes,1416,1966272409,12 Whitefield Bangalore
Ice Cream Parlor,Continental,JP Nagar,3.2,1000,No,Yes,349,6869293802,27 BTM Layout Bangalore
Noodle Bar,American,Koramangala,3.9,2000,Yes,Yes,1062,1281024844,56 Marathahalli Bangalore
Mexican Fiesta,French,HSR Layout,4.5,500,Yes,Yes,3632,7258011452,88 Marathahalli Bangalore
Curry House,Mediterranean,JP Nagar,3.6,2000,No,No,4511,1079968199,89 BTM Layout Bangalore
Steak House,Chinese,BTM Layout,3.8,300,No,Yes,2791,9519598744,91 BTM Layout Bangalore
Golden Dragon,Japanese,Electronic City,5.0,500,No,Yes,2703,1514483766,74 BTM Layout Bangalore
Fried Chicken Co,Japanese,Whitefield,4.4,2000,No,Yes,3753,8886987748,85 Whitefield Bangalore
Spice Garden,Continental,Indiranagar,3.2,1500,No,Yes,1327,1106161638,74 Marathahalli Bangalore
Ice Cream Parlor,French,JP Nagar,4.7,300,No,Yes,255,7753458488,66 Indiranagar Bangalore
Coffee Corner,Mexican,HSR Layout,5.0,700,No,No,3666,7452682270,18 Whitefield Bangalore
Burger Palace,Korean,Whitefield,4.8,700,No,No,3454,1652900884,26 BTM Layout Bangalore
Sushi House,Fast Food,BTM Layout,4.8,2000,No,No,4871,639271657,74 Brigade Road Bangalore
Taco Bell,Fast Food,Koramangala,4.6,2000,No,Yes,2972,6466624053,93 Electronic City Bangalore
Curry House,Thai,BTM Layout,4.0,1500,No,No,337,2998689534,47 Marathahalli Bangalore
Fried Chicken Co,American,JP Nagar,4.7,1500,No,No,3824,6861480388,48 JP Nagar Bangalore
Seafood Shack,Indian,Whitefield,3.8,300,Yes,No,695,7079130033,68 MG Road Bangalore
Ice Cream Parlor,Mediterranean,Whitefield,3.6,2000,Yes,No,2194,185072394,93 Marathahalli Bangalore
Steak House,Mexican,Indiranagar,4.6,2000,Yes,No,488,4972341148,64 Marathahalli Bangalore
Ice Cream Parlor,Japanese,MG Road,4.7,2000,No,No,4163,4883233960,9 JP Nagar Bangalore
Bakery Sweet,American,MG Road,3.6,300,Yes,Yes,341,5128269511,26 Koramangala Bangalore
Golden Dragon,Fast Food,Indiranagar,3.8,2000,No,No,4126,6316367576,45 BTM Layout Bangalore
Burger Palace,French,Brigade Road,4.5,2000,No,No,3810,5010050557,46 HSR Layout Bangalore
Ice Cream Parlor,Fast Food,JP Nagar,3.7,300,No,Yes,3220,3893128208,25 Indiranagar Bangalore
Taco Bell,Fast Food,Electronic City,3.2,300,No,Yes,3269,5339991688,62 Electronic City Bangalore
Burger Palace,Italian,Indiranagar,3.8,700,Yes,No,4786,8020846280,79 JP Nagar Bangalore
Taco Bell,Indian,Whitefield,4.1,300,No,Yes,4836,5652030904,72 Electronic City Bangalore
Mediterranean Delight,Italian,Koramangala,3.5,300,Yes,Yes,4874,456523746,26 Electronic City Bangalore
Vegan Heaven,Chinese,Indiranagar,3.7,1500,Yes,Yes,1483,4469766807,66 BTM Layout Bangalore
Vegan Heaven,Continental,Whitefield,5.0,1000,Yes,Yes,4194,7050038913,52 Electronic City Bangalore
Mediterranean Delight,Fast Food,MG Road,3.8,300,No,No,3882,5734363487,7 Brigade Road Bangalore
Steak House,Continental,BTM Layout,4.0,1500,Yes,No,1202,220080229,63 Indiranagar Bangalore
BBQ Junction,Continental,Electronic City,4.0,1500,Yes,No,2975,8177200388,56 HSR Layout Bangalore
Vegan Heaven,Mexican,Marathahalli,3.1,1000,No,No,1940,5117555821,62 Brigade Road Bangalore
Coffee Corner,Chinese,JP Nagar,3.2,1500,No,No,892,8875258148,95 JP Nagar Bangalore
Coffee Corner,Chinese,Brigade Road,3.9,700,Yes,Yes,2175,2721779009,14 HSR Layout Bangalore
Noodle Bar,Mediterranean,Whitefield,4.0,2000,Yes,No,1015,8483444807,62 Indiranagar Bangalore
Thai Paradise,Continental,Whitefield,3.5,300,No,No,3930,1671708838,32 MG Road Bangalore
Burger Palace,Thai,HSR Layout,3.4,300,Yes,No,2808,3114111376,40 Whitefield Bangalore
Vegan Heaven,Japanese,MG Road,3.6,1500,Yes,No,2528,9701859258,59 Brigade Road Bangalore
Coffee Corner,Japanese,MG Road,4.4,2000,Yes,Yes,4142,7782819077,3 BTM Layout Bangalore
Mediterranean Delight,Italian,Koramangala,4.6,1500,No,No,2283,7133930521,85 MG Road Bangalore
Pizza Express,American,JP Nagar,4.9,500,No,Yes,3006,636403436,71 Brigade Road Bangalore
Bakery Sweet,Chinese,Whitefield,3.4,300,Yes,Yes,919,3885830465,20 Marathahalli Bangalore
Bakery Sweet,French,Whitefield,3.7,500,Yes,No,1990,410660965,66 HSR Layout Bangalore
Mediterranean Delight,Mexican,Electronic City,4.9,2000,Yes,Yes,2367,8164463282,93 Whitefield Bangalore
Mexican Fiesta,Thai,Whitefield,4.6,2000,No,No,2971,5720557928,32 Marathahalli Bangalore
Mediterranean Delight,Fast Food,Brigade Road,4.1,700,No,Yes,152,1345788002,42 Indiranagar Bangalore
Spice Garden,Japanese,Brigade Road,4.4,700,Yes,Yes,65,8318210697,16 HSR Layout Bangalore
Steak House,Indian,MG Road,4.0,2000,Yes,No,2796,335948975,60 Electronic City Bangalore
Fried Chicken Co,Thai,Koramangala,4.8,500,Yes,Yes,2118,1035293718,17 HSR Layout Bangalore
BBQ Junction,Fast Food,HSR Layout,4.6,300,Yes,Yes,4584,6828665916,33 HSR Layout Bangalore
Burger Palace,Korean,HSR Layout,4.8,300,No,Yes,2764,3598728526,6 Marathahalli Bangalore
Seafood Shack,Thai,Brigade Road,4.8,1000,No,No,1436,9510524595,32 Marathahalli Bangalore
Fried Chicken Co,Chinese,Electronic City,3.8,1500,No,No,4054,7175932854,24 Whitefield Bangalore
Bakery Sweet,Thai,Electronic City,4.7,300,Yes,Yes,1724,5702673531,46 Koramangala Bangalore
Pizza Express,Italian,Indiranagar,4.5,500,No,Yes,2271,8353008163,39 Koramangala Bangalore
Curry House,Korean,Koramangala,4.0,700,No,No,1985,6955406179,6 Marathahalli Bangalore
BBQ Junction,American,Indiranagar,3.3,500,Yes,Yes,3431,9025646563,78 Whitefield Bangalore
Burger Palace,Indian,Indiranagar,4.4,500,Yes,No,2928,391845882,66 HSR Layout Bangalore
Mexican Fiesta,Italian,Koramangala,4.9,2000,Yes,Yes,1434,2371578162,51 MG Road Bangalore
Sushi House,Fast Food,MG Road,3.2,1000,Yes,No,200,4691550619,46 Indiranagar Bangalore
Thai Paradise,Mexican,Indiranagar,3.3,500,No,Yes,3071,118196217,58 BTM Layout Bangalore
Golden Dragon,Korean,HSR Layout,4.6,300,Yes,No,4090,2569611260,70 BTM Layout Bangalore
Vegan Heaven,Indian,HSR Layout,5.0,2000,No,No,3045,3876441426,2 Indiranagar Bangalore
Mexican Fiesta,Fast Food,BTM Layout,4.2,2000,Yes,Yes,2210,6396788445,35 HSR Layout Bangalore
Thai Paradise,Mediterranean,Whitefield,4.9,500,No,No,1338,2713601480,33 BTM Layout Bangalore
Fried Chicken Co,Thai,Marathahalli,3.3,700,No,Yes,3652,4798450001,70 JP Nagar Bangalore
BBQ Junction,Thai,HSR Layout,3.1,700,No,Yes,609,5943860003,97 Marathahalli Bangalore
Taco Bell,French,BTM Layout,4.3,1000,No,Yes,3434,1206597140,71 HSR Layout Bangalore
Sushi House,Japanese,Indiranagar,4.9,300,Yes,Yes,3336,5456366212,31 HSR Layout Bangalore
Curry House,Indian,Whitefield,4.5,700,No,No,4633,3841047568,65 BTM Layout Bangalore
Pizza Express,Thai,Whitefield,4.8,500,Yes,No,860,4440499545,24 Electronic City Bangalore
Burger Palace,Thai,Electronic City,4.1,300,No,No,1979,1271354929,53 Whitefield Bangalore
Taco Bell,Japanese,HSR Layout,4.0,2000,Yes,No,4850,8394687622,19 MG Road Bangalore
Mediterranean Delight,French,Marathahalli,3.5,1000,No,No,734,7569452492,5 Electronic City Bangalore
Ice Cream Parlor,American,Electronic City,4.0,700,No,Yes,2402,825212930,25 JP Nagar Bangalore
Noodle Bar,Mexican,JP Nagar,3.7,1000,No,No,4992,7366041620,1 MG Road Bangalore
Curry House,Korean,Indiranagar,4.2,300,Yes,No,1750,2658193985,91 Whitefield Bangalore
Burger Palace,French,Whitefield,3.9,700,Yes,No,4351,2319685350,77 JP Nagar Bangalore
Steak House,Indian,JP Nagar,3.6,500,No,No,1355,1868572644,72 Marathahalli Bangalore
Steak House,Chinese,BTM Layout,3.4,300,No,Yes,216,9193147173,17 Marathahalli Bangalore
Taco Bell,American,Indiranagar,3.5,700,No,Yes,369,8716134926,36 MG Road Bangalore
Vegan Heaven,Chinese,JP Nagar,3.4,700,Yes,Yes,389,3271761110,33 JP Nagar Bangalore
Thai Paradise,Italian,HSR Layout,4.7,1500,No,No,1111,347915328,31 Brigade Road Bangalore
Seafood Shack,Italian,Koramangala,3.1,2000,Yes,Yes,2184,5907130045,18 HSR Layout Bangalore
Sushi House,Mediterranean,Indiranagar,3.2,300,Yes,No,4419,7995307218,68 Brigade Road Bangalore
Noodle Bar,Indian,Brigade Road,5.0,300,No,Yes,1677,677567375,93 HSR Layout Bangalore
Golden Dragon,Chinese,Koramangala,3.6,1000,No,Yes,4559,5489502120,34 BTM Layout Bangalore
Burger Palace,Mexican,BTM Layout,3.7,500,Yes,Yes,1279,1958855595,11 MG Road Bangalore
Sushi House,Fast Food,Koramangala,4.8,300,Yes,No,532,3998087585,9 HSR Layout Bangalore
Italian Bistro,French,Koramangala,3.2,300,No,Yes,3268,8029421266,59 Brigade Road Bangalore
